Review,Rating
seandainya ga ada iklan,5
"Paraahhhhh pisannn geus diupdate teh ,, malah jadi lemottt.. kebanyakan ngelag nya",1
perlancar main dengan pvp seperti main dengan ai,3
"game gajelas, massa gw main divisi 4 ai musuhnya kaya setan semua, bela"" in ga tidur cuma buat push doang sattt ..... rate ulang yaa itu posisi lagi lose streak wkwk gw kasi bintang 5 lagii",5
"yaa menurut gw sih game nya bagus, tapi script ny ngerendahin bet coo",5
"overall bagus.cuma niat dikit dah kalo balikin mode master lig, masa gitu doang pake coin komanek. misal di suruh bayar gapapa dah asal modee nya sama kaya di pes21, gapapa banget sih",3
"Baiklah! untuk updatenya saya suka, ngomong-ngomong karena saya dari Indonesia mohon Tambahkan Komentator Bahasa Indonesia, Jangan Kalah dong Sama game sebelah yang sudah ada Komentator Bahasa Indonesia",5
kenapa GK bisa di update,5
"Semenjak update ke Efo 2025 gameplay PVP sering terjadi bug, yaitu terdapat delay dalam melakukan umpan ataupun Shooting, bahkan delaynya bisa sampai 3-5 detik, dan itu sangat sangat merugikan, awalnya saya kira itu adalah ulah cheater, tapi karena terlalu sering terjadi dengan kasus yang sama, sepertinya ini bukan sebab cheat, melainkan bug dalam game ini sendiri. Segera perbaikilah supaya rating game ini kembali bagus. Segera perbaiki, delay ini benar benar sangat menggangu.",5
mantapp,5
"logo real madrid dibenerin konami, harus fear jadi orang, meskipun anda fans barcelona",5
gamee gilakk,5
harusnya hadiah pemain nggak di buat kusus reting 1jt harusnya di buat kusus mencapai divisi 2,1
Game nya bagus di download nya lama sama sinyal nya jelek mantap dah pokoknya jadi banyak tantangan nya,5
"minus ""tidak ada liga indonesia""",3
download udah 73% eh tiba² gak konek,3
game nya bagus tapi yang bikin kesel pas aku 1 bay 1 sering ngelek,4
min buat animasi pemain datang ke stadion dan penonton diluar stadion minn,5
"bagus sekali,mainnya bagus sekali",5
game bola terbaik sihh ini,5
server sinyal perbaiki anj,1
"Awalnya sy komen : Trafik mulu, servernya gedein dong Skarang : Udh mendingan banyak peningkatan dan perbaikan",5
keren elegan,5
ya dari saya bagus cuma Adain dong liga indonesia nya semoga kedepannya pas update ada liga indonesia nya,4
"banyak mt, tapi gk ada perubahan",1
"konami licik, ada update pemain gratis epic mulai jam 9 pagi, eh pas ditunggu jam 9 pagi ternyata sedang pemeliharaan server.",5
Ukuran update sama download sama aja.. e buset..,5
coba yg juara liga saya ada sistem lolos liga champion dan ada cupnya jg.,2
games nya sangat terhibur tapi usahakan tidak perlu tambahan2 template yg memicu kesan kurang original jatuhnya ky games para bocil sebab pengguna games ini bukan cuman kalangan anak2 tapi iang dewasa juga sala satu peminat paling banyak untuk games ini,5
"sistem nya perbaiki , terutama sinyal,lag, itu sangat terganggu saat bermain.",3
setelah update jaringan jadi susah log in,5
"sekarang saya akui kontrolnya sudah bagus dan kembali seperti pes yg dulu, dan akhirnya saya tambah bintangnya, cuma yg bikin sawa benci adalah system gaca yg algoritma nya terlalu sulit harusnya kemungkinan pemain tidak lebih dari 100, 250 terlalu sulit dan membuat players kecewa sekarang sudah lebih baik tp tolong jangan terlalu banyak dan lama update.. sekarang zaman ai kan bisa lebih cepat",2
efootball memang terbaik gak kayak sebelah🫷,5
lumayan cukup bagus dari segi grafik,4
updatenya bug PP lah,2
"Kalau vs orang (lawan) delay bgt, pergerakan lemot, patah², atau malah terlalu cepat ga beraturan. Klau setting kesulitan paling tinggi/legend, umpan sering salah padahal sudah diarahkan benar, sedangkan musuh jarang salah, sulit direbut dg pergerakan yg sering ga masuk akal Fungsi wasit dimaksimalkan. Musuh tackle keras tp ga di stop, ga ada yang dikeluarkan, sedangkan kita senggol dikit sudah sering pelanggaran Pencetak gol baiknya dimunculkan di akhir pertandingan. Lapangan salju jelek !!!",3
gamenya bagus banget,5
min tolong kasih percakapan pesan saat laga teman,5
"dikit dikit update doank , tapi hasil sma aja , update biar ada liga championnya donk",3
komentar nama-nama pemain Indonesia nye hadirkan 🙏,5
game yatim tolol gak jelas,5
ngeleg parah bayak bug,3
overall bagus hanya saja developer terlalu kikir,4
konami anda sangat pelit Dangan aku saya,2
"Padahal selalu Effort top up, tapi kgk pernah dikasih Pemain Epic / Showtime Booster, giliran yg gratisan malah dikasih Pemain Epic/Showtime Booster, serasa gak adil",5
seru bgt sih menurutku karena grafiknya itu bagus banget,4
kalo bisa tambahkan fitur transfer pemain,5
sangat bagus fitur didalamnya,5
"Mesut Ozil epik, lets gooo",5
grapik mantap,5
gg game bagus,5
sering keluar saat laga vs player..dan sangat merugikan saat sudah posisi menang.. tolong developer.. diperbaiki bug ini...,5
seruuu bangettt gilaaaa pass mainnn mantappp bangett tapi minus nyaaa pass gacha ga pernaaa dapettt bagusss,5
gokil mana gokil,5
gem ini bagus tapi sayang nya gak ada mic nya seperti gem lain,5
game ini cukup bagus tapi tolong hilangkan scrip Konami,3
perubahan yg dilakukan sangat berguna...nice,5
game lumayan enak yang kurang enak saat main divisi atau mabar sama teman jaringan kdng gak stabil,5
😘,5
game bagus tapi susah banget buat dapet epik lewat gaca..,5
"Kenapa sekarang main vs ai segal pake nge lag, dan macet tiba-tiba keluar? Makan parah sih",5
game parah,3
perbaruannya makan ruang hede banget bang. ampe 2 gb lebih,2
Jersey Timnas Indonesia tidak sesuai sama Jersey yang baru dari merek Kelme jauhhh beda,2
Terima kasih,1
terbaikkkkk😁,5
game bagus banget apalagi grafik pemain nya,5
dipermudah dapat pemain boleh,5
"kenanyakan scrip, sinyal susah suka ilang padahal bagus, event monoton dam ""pay to win""",1
makin lama makin pelit,3
masih ok buat hiburan hari hari ini,5
Game e football nya seru banget ada timnas indonesia aku Menang terus game nya realistik banget kapan perbarui nya,5
game bola emng ini yg paling enak gameplay nya,5
mantaap,5
Bola bagu,5
Kasih lah epik Konami,5
sesekali kena scipt,4
keren kayak game bola diversi konsol,5
tolong di update bisa melihat peringkat devisi terbaru teman juga,4
Tolong perbaiki server PVP Online sering lag.,1
very good game,5
"game nya sangat menarik dan menyenangkan, cuman sayang klo main PvP sering ngelag padahal jaringan bagus",5
mau berapapun koinnya dapetnya pemain ampas.boleh lah kasih pemain kayak El haji diouf setiap ada acara.biar pemain pemula bisa bersaing dengan yg sudah lama,2
Game terbaik dari zaman hp java sampai era android dan ios.,5
plis kasih yang bagus jangan ampas mulu,5
untuk game sebenarnya bagus. tapi sering kali di curangi di signal. contoh signal kita penuh dan lawan signalnya 1-3 bar tapi saat main seperti kita yang signalnya jelek dan kalau tiba-tiba keluar sering kali kita yang di buat kalah padahal signal kita penuh. saran aja semoga segera di perbaiki. sehingga menjadi lebih baik.,1
"apaan lah habis updet malah eroro gak bisa login,.",2
game bagus banyak bansos lumayan lah,5
game bagong,5
game berat update ngabisin paket aj,1
bagus tapi tolong Brayen Munchen kembali,4
udah bagus banyak peningkatan cuman saran untuk sentuh jentik lebih di entengin lagi....karna serasa delay....sering telat untuk pasing dan dribble.....karna saya user sentuh jentik,5
hilangin scrip nya,5
"efotball game yang selalu merugikan member belii coin juta,an dapetnya ampas muluk",1
tambahin Liga Indonesia lah,1
game paling bagus diantar game sepakbola yang lainnya,5
Tambahin card bansos nya dong min,5
"b aja sih, main juga klo gabut",5
habis update kiper nya ga jls,5
"update apaan ini 2,45GB pdhal gamplay gitu"" aj",1
lebih bagus PES 2012.sekarang mainya ngaco,1
MIN KO GA ADA KOMENTATOR BAHASA INDONESIA YA GIMANA .,5
"pergerakan ai nya terlalu cepat dan mengetahui posisi umpan pemain,kontrol para pemain terlalu bergantung kepada player dasar game aneh",1
game favorit nih,5
tidak ada cek var,2
"Bintang 5 Pokok nya the best, cuman sayang belum ada liga 1 Indonesia:')",5
game nya bagus cuman aneh padahal jaringan bagus tapi patah patah,1
"peningkatan liga saya, mohon di buat ada liga champion y dan liga eropa lain biar makin betah main y, dan jaringan y lelet banget",2
💯,5
"GAMEE BAIKK BANYAK BANSOS, SEHAT SEHATT KONAMI",5
ini game mantul bangettttt gooooooooooddddd cuma jaringan ajj kurang,5
Tambah bagus 👍👍👍👍,5
bagus geme ya,5
Server matching nya terlalu berat,4
bagus banget game nya usahakan lebih banyak pemain gratis,5
saya marah tapi ya sudahlah😁,5
bagus banget smpe grafik nya👌👌,5
Gamenya Seru,5
Knp ini baru updet mlh ga bisa login,1
tambahin liga super league Indonesia min,5
tolong grafik nya jgn bgus bgus hp ku Ketang,5
gak bisa berkata² soal nya gem nya luar biasah banget,5
game pelit susah dapet pemain bagus,1
gamenya bagus menarik saya suka 👍👍👍👍👍,5
"Seru sih game ini, tapi krang wort it karena ada fitur smart assist di PVP jadi buat lag bagi yang tidak menggunakan",5
angger hpne panas ngo main ngeleg cuk,5
Seru bangett,5
hoki,5
yg punya game gak nitral lagi nya kek game burik receh,2
woy min jadi jadi lah tiap kamis update makin besar aja mkin gk telap hp,1
Baguss,5
game nya bagus tapi sayang club nya masih banyak yg kurang dari bundesliga dan jersey nya tolong di upgrade lagi untuk tim real madrid jersey ny sama kn dengan jersey original nya..,5
gemnya bagus kren banget,5
game bagus tapi setiap main suka lemot padahal jaringan sudah bagus tolong perbaiki.,5
"mantap, selebihnya ada in mode master league versi AI juga",5
"anyieunnnnnggg sakali na update 2,7 gb. ko na mi tollllilllkl",1
terlalu banyak update gk jelas,2
why i never get free epic even though i have fought is there any cheat in the game This,5
"ini game apaan update sampai 2,4g.hp saya kentang lama2 hancur ram ini.game g guna.",1
membaik,5
game favorit saya sejauh ini.,5
lebih ditingkatkan lagi performa pemain nya dan perbanyak kartu gacha epic seperti C.Ronaldo MU dan John Cruyff,5
not bad,3
"q pengen dpt pemain epik susah bgt,mlh dpt pemain teri Mulu,tolong d mudahkan donk udh hbis gde koin mlh dpt pemain teri,",1
konami baik hati gak pelit yang pelit game sebelah,5
konami pelit sering gagal kl gacha...,5
"Servernya bapuk, gameplay nya okelah",1
seru dtail,5
"pvp selalu hilang sinyal, padahal udh di bawah rooter wifi🤣",5
jaringan nya perbaiki anj,1
"game sgt bagus tapi , perbaiki min lawan divisi harus sesuai sama kita lah min, haama",5
pembaruan terus tapi kenapa main PVP selalu malam gak bisa siang,1
GB nya kebesaran Saya pernah main tapi tolong Saya sampe tidak bisa update Tolong ya konami,5
msh jadi game mobile bola terbaik untuk saat ini tq Konami,5
sangat bagus saya merasa game ini terus berkembang dan konsisten karena saya main dari 2022 sampai sekarang tidak ada masalah,5
tidak ada liga Indonesia tapi ada liga Malaysia,5
sangat bagus 😍😍😍,5
game jumpboat,5
minus di jaringan and refere/wasit,4
is the best game football👍👍,5
buat jaringan permainan jadi lebih enjoyy dong biar kasih bintang 5,3
"Game Bagong, Aya Ken mah liga Indonesia atuh euy lain liga Malaysia koplok",1
"game bola terbaik yang perna saya main, tapi tolong memperbanyak koin nya",5
plis dong tambah super league Indonesia dongg,5
"patch terbaru tembakan langsung sekarang malah melenceng, padahal di note patch terbarunya tertulis tembakan langsung diperbaiki agar tidak melenceng. saya merasakan gameplay yang kurang di pembaruan kali ini.",3
"game bola terbaik sepanjang sejarah, dari segi card player, gameplay, fitur dalam lapangan sepakbola keren bgt,cuman minus lisensi doang",5
kok aku update Angka 3 Mulu,5
Mantap,3
"Bagusan sblm di perbarui, sulit di kontrol",5
oke lah pokoknya 👍👍👍,5
Di kasih hoki mulu coy coba main pasti hoki tapi beberapa event ga hoki woilah,5
For the whole it is very good but please add players on the bench and animation of player alternation and VAR referee so it is better and add a coach who directs players and also add UEFA CHAMPIONS LEAGUE competition and other prestigious competitions for twins the trial is great for konami please add all these features Thank you,4
makin lama makin gede tpi presentase gacha nya malah nurun woakaoaka,5
"menurut gw ni game udah bagus, cuma jaringan nya aj yg sering ilang ilangan KLO maen PVP. Ama satu lagi tolong buat Gonta ganti akun Jan dibatas i lah buat ap coba",4
😎,5
game boring,1
game nya bagus saya download dri jaman pes sampe skrng ga pernah saya hapus,5
Tidak sama kek dlu lagi YGY,5
game ini bagus banget,5
"Apakah online divisi udah bisa pake gamepad, lebih baik di perbaiki sekarang oh iya larinya pake r1 aja jangan pake r2 udah kayak fc aja, soalnya kami sudah terbiasa bermain pes.",5
"efootball™ 26 udah bagus sih,dari segi grafik tapi coba bajunya bisa kotor kalok pemain nya jatuh !",5
asekk banget nih games,5
Pengen dapet Epic dong ya Konami udh di rate 5 nih,5
PLEASE REMOVE SMART ASSIST FOR MATCH PVP,5
lain kali benerin server,3
コナミはなぜインドネシアリーグ1をリリースしないのか? アップグレード中も時間がかかります,1
"grafik udah okelah tapi saat bermain laga pvp kenapa pemain kita jadi berat walau rating pemain nya tinggi,terus sinyal juga suka lag padahal jaringan lancar"" aja",3
terlalu lama menunggu kalau setiap kali upgrade,1
Gamenya bagus tapi jaringan servernya yang tidak bagus karena tidak semua player tidak menggunakan Wifi,5
untuk sekarang udah jos jis.. cuma kebanyakan ampas gacha,4
game bgus sih cuman update mulu,2
"pemeliharaan terus, konyol",1
apk tolol setiap kamis lama Mulu baru bisa di buka,1
love you pkonya buat konami,5
kenapa jadi sering update dah,5
"Game rusak, makin hari bukanya makin baik malah makin rusak, masa menit 60+ oper sampe 3 detik padahal jaringan aman2 aja, musuh juga ga delay samasekali, perbaikin lah konamtod, niat bikin game ga siehh, jadi males main ini game, #gamerusak",1
GAME BOLA HP TERBAIK DIDUNIA,5
SeMakin ancur...,5
Semoga di update berikut adanya lisensi untuk Real Madrid CF,5
bagus mantap tiap hari main,5
klo ga top up ga bisa dapet epic st,5
jelek sekali,1
ini gamenya bagus ya tapi tolong semua pemain memiliki emote yang lain lain juga Bakan hanya sutu tolong dibaca,4
konami kok aku loading terus bagaimana padahal penyimpanan hpku masih banyak tolong dong🙏🙏🙏,5
game yang sangat buruk,1
"pemeliharaan seminggu sekali tapi kalau main online lag terus, itu pemeliharaan cuma buat update kartu doang apa gimana dasar game judi berkedok game bola",1
"ini game sih kalo gk kikir aja banyak yg main tapi kami mohon lah Konami masak nyepin epic harus ngeluarkan 10.000 koin, kan gk masuk akal",5
agak di permudah dapat pemaen yg bagus,5
keren banyak bansos😋,5
game yang bagus hd dan bener bener realistis,5
"konami, tolong adain gacha pemain atau free pemain kiper legend Timnas Indonesia yaitu kurnia meiga Hermansyah.",5
semoga di updatean sekarang ngga makin berat,4
banyak bug aneh,3
update aja lama,1
seharusnya liga Indonesia harus ad masa liga Malaysia aj yg di masuk,4
bagus 👍 realistis,5
UPDATE BESAR²AN KAYAK GINI HARUSNYA JAUH LEBIH BAIK LAGI.. KITA LIHAT ADA PERUBAHAN APA SAJA,4
tolong card chelsea FC di banyakin kemunculannya,5
"mendapatkan pemain bagus jadi terlalu mahal, coinami",1
bagus sekali game nya grafik nya juga jadi nyaman mainnya kalo grafiknya gini gk bakal pindah nih,5
usahakan maintenance nya 1x sehari dengan durasi 23.55 jam,5
"game jualan kartu, game play lama lama berat, statistik cuma pajangan.",4
mantap gameplaynya cuman minusnya ngaruh bgt ke jaringan,5
EFOTBAL SANGAT MEMUASKAN 🥳,5
game buruk yang gua mainin,5
Sering delay saat mau ngambil bola dari lawan padahal jaringan bagus!,5
sangat pantas untuk menggeser FC mobile,5
game ini sangat bagus dan banyak bansos nya keren keren sekarang aku sangat menyukai game ini,5
semua bagus gameplay bagus cuman ada satu kadang saya main pvp pakai wifi tidak bisa tolong di perbaiki lagi supaya bisa,5
"bagus bgt game nya semoga aku dikasih hoki terus ya dapat card"" epic showtime bigtime ya konami love you....",5
game kntol,1
Sekarang Lebih sering delay pas main laga online PvP,5
"Game eFootball punya gameplay yang realistis dengan kontrol yang halus, jadi seru buat dimainkan apalagi kalau suka strategi sepak bola. Pergerakan pemain juga terasa cukup natural dan enak dinikmati saat main online. Namun, game ini kadang terasa agak kikir, terutama dalam hal reward dan progres pemain yang cukup lambat kalau tanpa top up. Selain itu, server juga kadang kurang stabil. Secara keseluruhan, game ini masih layak mendapat 4 bintang karena gameplay-nya tetap solid dan menyenangkan.",4
lumayan nostalgia doang,3
gem nya bagus,5
woy jangan paksa kami jadi fans messi lah banyak orang ngeluh tentang hal ini,4
biarkan bintang yang bicara,5
Udah makin bagus nih game gk kayak kmarin 😊🥰🥰🥰,5
"game ini bagus untuk dimainkan, tapi tambahin super league Indonesia biar tambah bagus dan banyak yang mau main game ini",4
"sistem gacha yang sangat buruk, cobalah tambahkan sistem pity timer untuk gacha nya",3
pemeliharaan sistem selalu lama masih banyak player curang menggunakan script membuat sinyal lawan jadi lag,2
game tai,3
"cuaca, stadion, hujan / cerah . tidak bisa di pilih,, agak lain",1
sering gangguan dan lama,1
terlalu pay to win,3
updatenya lama tapi hasilnya gitu' aja,3
Saya sangat menyukai game ini karena grafik dan gameplay nya sangat bagus,5
perbaiki server lu... banyak cheater sinyal....,3
mentingin material dr PD game play,1
GK salah nihh update ampe 2.45 GB..,4
game kkr,1
"yang benar aja uptade 2,5gb tapi Kouta kesedot 6gb , yang benar aja",1
Defense in efootball is very difficult now. I hope that standard style defense can be made easier again.,5
game bola yg menyenangkan,5
baru mau nyoba malah. mentenicce,4
"Server jelek, koneksi sudah stabil tapi tetep delay dan lag",1
"untuk game plan sudah bagus, tapi kalu bisa visual player lebih dsempurnakan lagi karena main d mobile semua visualnya sama,dan untuk penonton harap di adakan karna main gak ada penonton gak seru",5
like,4
"rekomendasinya kalo bisa tolong buat pemain kita vs lawan di laga online juga, semisal kita yang jadi manajer nya nanti yang maen itu cuman pemain kita aja,ke kita sebagai manajer cuman ngatur strategi aja sisah yang maen cuma pemain kita,dan maen kalo bisa lawan player lain gitu.semoga paham apa yang saya maksud🙏🏻🙏🏻 sekian dari saya",5
Joss jiss,5
bagus bngt asalkan ga ngelag,5
bagus banget seru hd juga grafiknya ga ngebosesin,5
Game mantap,5
server benerin lah,2
Match dengan teman terlalu lama loadingnya,5
sangat baik dan berikanlah saya card epic atau big time,5
"""Grafik dan gameplay sebenarnya sudah oke, tapi tolong diperhatikan sistem gachanya. Rasio dapet pemain unggulan (Epic/Big Time) makin ke sini makin nggak masuk akal, terasa cuma buat yang 'pay to win'. Selain itu, event-nya sangat membosankan, cuma muter-muter di situ saja (PvP/AI) tanpa ada inovasi baru. Tolong perbaiki supaya user lama nggak jenuh!""",5
Game taik! Lagi menang di 3-0 di match liga tiba² dapat notif kalah karena jaringan buruk. Padahal lawannya yg CLOSED MATCH!!!,1
sanagat jelek,1
Developer KONAMI update sepak bola tolong Developer KONAMI Bang Mod SUPER LEAGUE Liga Indonesia update sepak bola,5
kon servernya dong Kon benerin,5
lumayan bagus💯💯❤️❤️💯💯❤️❤️,5
"Udah lumayan ada peningkatan.. hanya saja di pVp susah bet kdang berat pemain nya ,kontrol susah banget semoga di perbaiki terus",5
"Pekerjaan bagus konami 👍👍👍. Tapi tolong adakan pilihan bola warna Oren, dikarenakan kalau main salju pake bola warna Kuning tetap menyerupai salju, dan juga tolong adakan fitur hidup/mati lingkaran yang ada dibawah kaki pemain, itu mengganggu atau mengurangi keindahan dibawah kaki si pemain tersebut, Terima kasih 🙏.",5
Taik gratis akhir tahun diluar ekspektasi,5
semoga updet kali ini lebih bagus.,2
Bentar lagi bangkrut ni game...,1
"setiap main lawan tim power kolektif jauh diatas kita, saat posisi menang match selesai tiba² ngeloading ""sinyal buruk anda kalah"" sering banget kyak gitu jdi bikin males maennya.",2
tolong ya tambahin BRI liga 1 indonesia min,5
"server sulit, gacha pelit",1
gamenya bagus kali aku kasih Bintang 5 deh biar yang punya gamenya senang,5
"P2W is real,",3
game terbaik gacha hoki bgt,4
oi konami kalo pemelihara server jangan lama² dong gw peng main loh,4
remove smart asist from divisi,1
Update mulu busuk !!!,1
"walaupun bagus secara grafik dan gameplay,tolong bug di dalam game di fix kan. Contohnya saya tekan tombol umpan terobosan malah buang bola. Dan tambahkan juga lisensi indonesia super league",4
"gem aneh .masa tam bahan waktu 0 bisa lajut terus sampe musuh menang ,tolong lah konami yang bener Jagan aneh -aneh ,masa gempley ancur ,baru menang sekali ,main lagi posisi meng ko musuh bisa -bisanya jadi unggul dah larinya pada cepet -cepet padahal pemain asetandar .jadi tolong lh konami yg serius setiap pembaruan jangan ada yg aneh -aneh ,percuma kalo setiap hari kamis pembaruan masih ada yg aneh .masa kalh sama gem sebelah sih",2
game ini sangat seru,5
Perbanyak lisensi,5
saya main dari tahun 2017 tapi baru kali ini merasakan buruk nya pes. padahal tahun 2018 yang lalu mesih enak dimainin tapi sekarang bikin kecewa,5
mantap perbaiki ngelagnya,5
GAME PAY TO WIN,1
tolong lambang tim nya di update,5
"For depolovers, we are users from Indonesia, please provide the Indonesian Super League so that many users from Indonesia will play this game, thank you 🙏",5
tiap update ga ngebug lagi,4
tolong hilangkan smart assist di laga PVP atau divisi,5
bagus tapi perbaiki lagi grafiknya,4
pendapatan udah banyak tapi tetep aja pelit jir.terus juga kalok bisa pemain potw jangan cuman bisa 4 tambahin lagi lah.jangan kikir kikir gitu,4
game yang sangat bagus dan realistis,5
banyakin hadiahnya dan mudahkan saya dapat epic,5
"mungkin dari segi lapangan di update lagi agar lebih menarik, dan untuk bagian pemain cadangan bisa di perlihatkan masing"" kemampuan untuk penonton juga di saat tidak gol di buat dduk tidak berdiri itu saja saran saya harap langsung di respon pihak Konami terimakasih",5
Game menjengkelkan 😀,4
"Bagus game nya , tapi saat saya gacha Selalu tidak dapat. Nickname : RiszNokecot",5
Jika nanti update lagi saya mohon bisa Gonta ganti stadium/renovasi stadium agar gak itu itu aja stadiumnya,2
Llisensi nya bgus banget sumpah gak ada obat,5
please add Bundesliga license,4
"game nya sudah bagus,tapi sinyalnya wajib di perbaiki",4
MAKIN UPDATE MAKIN BANYAK SCRIP CHEETER NYA GAME GAK BERKEMBANG,4
saya suka game ini saya udah main 1 tahun gameplaynya mulus buat tim impianmuu,5
keren gamenya,5
eFootball > Fc Mobile,5
"saran saya pisahkan player manual dan smart assist biar ada pembeda, asli gak asik klo di gabungkan tolong ya Konami",4
game nya bagus grafik nya pun bagus👍,5
game yg nyaman di mainkan dri konami dlu sampai saat ini,5
besar bngt update yang sekarang bjir,5
tolong di tambah cek var nya!!!,4
min tlong buat liga Indonesia min ya,5
server nya perbaiki ya kongnaim,5
Memuaskan,5
"smart assist sangat mengganggu permainan tim sekarang bukan lagi permainan PVP,tapi AI vs AI",5
Gamenya bagus terbaik dari yg sebelah😁😁😁,4
- lisensi - pertemanan/mabar +gameplay +fitur +update,5
liga Indonesia?,1
"kembangin gameplay dan event in game aja sih, buat hal lain kayak card pemain, sistem gacha, udah bagus",5
"game baik, suka berbagi, dan tidak ngelag",5
"kekurangan game ini cuman satu jaringan saja,Sanya sudah make wife dengan kecepatan 200 Mbps tapi tetap lag,hp juga lebih dari kata mendukung padahal",5
banyakin pemain gratisan nya di region Indonesia . soalnya saya player bansos .. 😂😂😂 dan tambahin slot taktik team yg awalnya 10 jadi 20 agar build up tim bisa sebanyak2 nya ..,4
nambah 1 lagi kalo di kasih big time,4
"update terkeren sepanjang masa, game sepak bola lainya ampas, konami terken btw Tolong Lisensei diperbarui klub"" Terkenal lah seperti king madrid dan liga 1 indo biar mantap dan makin rame🔥😎. tambahain fitur pergantian pemain dgn pilihan sendiri secara otomatis jgn random🙏🏼. min tolong setingan ya bikin tanpa penonton tapi ada komentatornya",5
b aja,4
smart assist tolol hapus aja,1
"kasihlah indonesia ini server sendiri, kalain kerja sama pssi tapi bikin server di malaysia bukan di indonesia itu sangat konyol",5
Tambahkan liga indonesia terimaksih.,5
Minus sinyal,1
GAME YANG SANGAT BERKUALITAS BANGI ANAK BANGSA,5
"kalo mau nyantai jangan main game kaya ginian,udahlah sistem gacha ampas,wasit kadang berat sebelah ga boong.pay to winn... ooo pasti kalo ngeliat card sekarang aja gimana,ketemu player double booster ga mungkin ga kalah udah mah kartu nya bagus wasit nya berat sebelah ga rekomend efootball sekarang buat dimainin,soalnya bener bener disuruh beli card epic bagus buat menang ,buat yang ngomong ah kartu apapun tergantung pilot taii,mana ada main sana PVP ketemu squad full epic+bigtime,kalah? pastii",5
tolong di perbaiki lagi masalah gameplay nya dan masalah sinyal,5
Game play yg buruk,4
"Tolong dong, radek vitek dari Bristol City dibuat real face🙏🏻🙏🏻🙏🏻",5
game keren tolong beri saya hoki,5
"kocak, master league malah jadi event dan downgrade parah dari master league sebelum nya, padahal jadi dlc berbayar pun tidak masalah",3
menang grafik saja. Gameplay terlalu banyak script dan manipulasi,1
lumayan lahh buat isi waktu luang,5
"bagus , cuma pemeliharaan server terlalu lama bisa sampai 5 jam dan terlalu sering",4
"YOU PAY, YOU WIN, APLIKASI JUALAN KARTU",1
alhamdulillah update lagi lagi,5
"game mantap, minus sering menyelam saat gacha",5
ps dalam genggaman.. seru,5
"tolong perbaiki bola yang terpantul dari tubuh pemain yang terkesan berlebihan, Terkadang kondisi ini menguntungkan namun juga bisa merugikan.",5
kenapa gak ada lisensi liga indonesia padhal udah kerja sama dengan indonesia padahal ranting tertinggi pemain adalah indonesia,5
bug masih ada,5
@konami tolong dong smart asist di hilangin aja .. semua pemain juga jadi pro lah kalau di bantu komputer.. harusnya gak usah di kasih SMART ASIST segala biar main pake skill player masing2,2
Konami kapan liga Indonesia ada di efootball? tolonglah player efootball di Indonesia sudah sangat ambisius menunggu lisensi liga 1,5
game yang sangat detail bagus hoki juge hehe,5
"TOLONG KONAMI LEBIH PERBAIKI SERVER NYA, JARINGAN SELALU NGELAG DAN PUTUS, PADAHAL JARINGAN NYA MENDUKUNG, KALAU MAU MAJU HARAP DIBENAHI LAGI MASALAH SERVER JARINGAN.",2
"game bagus cuma kurang di lisensi, event, dan rawan untuk kecurangan, sekalipun ada laporan tapi gak ada hasilnya",3
"dari segi grafik udah paling baguslah,tergantung hp kalian juga itu,cuma bug nya tolong di benerin lah,gua main divisi pvp,sinyalnya down bgt dah,udah gitu macet² sering for close juga pdhl hp gw bagus",3
Game yang sangat bagus. Script dimana mana. Sangat memuaskan penggunanya.,1
GAME TOLOL,5
sinyal lemot pahadal sinyal normal tapi pas main berat banget,1
"ADD LIGA SUPER INDONESIA PLEASE , kamis depan 🙏",5
Game dajjal,5
"kalau bisa pengaturan team dasarnya ubah jadi kayak dulu, yg sekarang repot karena harus balik ke menu utama dulu baru bisa ganti",5
Sejak jaman saya dulu bermain pes 2018 sampai sekarang ga pernah bosen sama gameplaynya seru bangett,5
game baik,5
Kontrol jd ga karuan...,5
kikir banget wok,5
saya suka maen efootball tapi update nya jangan lah sampai 2GB plis,4
"agar lebih realistis lagi, tambahkan scene pergantian pemain",5
tambahkan fitur master league mantab,5
gimanan yah,4
efootball Update 9 April Live? You want me to get YouTube..,5
"game nya sih udah mantep cmn masih kurang,karena animasi selebrasi nyaa itu itu ajaa bikin ngebosenin,terus juga tambahin liga 1 indonesia dong sama komentator bahasa indonesia,jangan luar negeri mulu,terus juga wasit nya di ubah dong jangn yg botak terus,terus juga animasi pelatih nya adain dong,sama ada gaji pemain nya,terus juga tambahin animasi di wawancarai sama reporter dong,makasih🙏",4
maaf min sebelumnya kok saya nyari tim Bayern Munchen kok skrng gak ada tolong Adain min,5
"saya main grafis rendah jadi gk ada komentator, tolong dong next update walaupun grafik rendah bisa pake komentator",3
game mantapp,5
good gamee,5
perawatan terus lama2 kayak kambing,1
"gem g jelas, analog tiba tiba lepas, pasing g kearah, lucu ni gem",3
game bagus semoga kedepannya nambah lisensi,5
"game bagus cuma sayang banget pvp kalo gak lag ya delay minta ampun, ini pake jaringan wifi kenceng padahal, lawak memang, udah dicoba grafik pake yg paling rendah pun gak ngaruh padahal spek hp sangat sangat cukup.",4
di bagus,1
jaringan nya kwn,1
lebih perbaiki ke persoalan gameplay,4
game udah bagus tapi tolong dong hapus smart asis nya konami,5
parah gacha terus terusan dari tahun 2023 sekarang 2025 blom perna di kasih apa apa Konami gimna .,5
